receive_msg_num, send_msg_num, msg_type, msg_priority, msg_start_time(ts), msg_end_time(ts), msg_trans_time(ns)
747, 228, d, 0, 1700669944.532242457, 1700669944.550314170,18071713
748, 210, b, 4, 1700669944.519264906, 1700669944.562590362,43325456
749, 206, a, 6, 1700669944.530691934, 1700669944.575411133,44719199
750, 229, d, 0, 1700669944.566775288, 1700669944.589398989,22623701
751, 211, b, 4, 1700669944.555162937, 1700669944.598189120,43026183
752, 207, a, 6, 1700669944.566180138, 1700669944.605663095,39482957
753, 230, d, 0, 1700669944.601403824, 1700669944.613180568,11776744
754, 215, c, 2, 1700669944.576759522, 1700669944.616273410,39513888
755, 212, b, 4, 1700669944.595359034, 1700669944.625318686,29959652
756, 208, a, 6, 1700669944.610219039, 1700669944.636265080,26046041
757, 216, c, 2, 1700669944.622758026, 1700669944.644607721,21849695
758, 231, d, 0, 1700669944.635862848, 1700669944.652780276,16917428
759, 213, b, 4, 1700669944.631297913, 1700669944.665845784,34547871
760, 209, a, 6, 1700669944.644696858, 1700669944.670779201,26082343
761, 217, c, 2, 1700669944.657307021, 1700669944.678261825,20954804
762, 232, d, 0, 1700669944.670348523, 1700669944.691424702,21076179
763, 214, b, 4, 1700669944.665810287, 1700669944.703171303,37361016
764, 210, a, 6, 1700669944.679335348, 1700669944.713644158,34308810
765, 233, d, 0, 1700669944.704685234, 1700669944.719444236,14759002
766, 218, c, 2, 1700669944.691661161, 1700669944.729144236,37483075
767, 215, b, 4, 1700669944.700421234, 1700669944.740588471,40167237
768, 211, a, 6, 1700669944.713887869, 1700669944.749990324,36102455
769, 234, d, 0, 1700669944.739165012, 1700669944.755516189,16351177
770, 219, c, 2, 1700669944.726112034, 1700669944.762880929,36768895
771, 216, b, 4, 1700669944.736244076, 1700669944.773047448,36803372
772, 212, a, 6, 1700669944.748411754, 1700669944.783716982,35305228
773, 235, d, 0, 1700669944.773542085, 1700669944.797041681,23499596
774, 220, c, 2, 1700669944.762411327, 1700669944.809872938,47461611
775, 236, d, 0, 1700669944.808001431, 1700669944.823896237,15894806
776, 221, c, 2, 1700669944.796797662, 1700669944.837574696,40777034
777, 218, b, 4, 1700669944.807818426, 1700669944.851966979,44148553
778, 237, d, 0, 1700669944.842503695, 1700669944.859061438,16557743
779, 222, c, 2, 1700669944.843477191, 1700669944.866448175,22970984
780, 219, b, 4, 1700669944.843697685, 1700669944.877706933,34009248
781, 215, a, 6, 1700669944.857925210, 1700669944.882159641,24234431
782, 238, d, 0, 1700669944.877233625, 1700669944.888209305,10975680
783, 223, c, 2, 1700669944.878032672, 1700669944.896786326,18753654
784, 220, b, 4, 1700669944.884484628, 1700669944.908352026,23867398
785, 216, a, 6, 1700669944.893134090, 1700669944.915279685,22145595
786, 239, d, 0, 1700669944.911578126, 1700669944.918139427,6561301
787, 224, c, 2, 1700669944.912584630, 1700669944.924090068,11505438
788, 221, b, 4, 1700669944.918970167, 1700669944.934333808,15363641
789, 217, a, 6, 1700669944.928788287, 1700669944.940042817,11254530
790, 240, d, 0, 1700669944.946225355, 1700669944.953545375,7320020
791, 225, c, 2, 1700669944.946846278, 1700669944.959182111,12335833
792, 222, b, 4, 1700669944.953683682, 1700669944.969677776,15994094
793, 218, a, 6, 1700669944.963244980, 1700669944.983934478,20689498
794, 241, d, 0, 1700669944.980849820, 1700669944.997183130,16333310
795, 226, c, 2, 1700669944.981192872, 1700669945.11117187,29924315
796, 223, b, 4, 1700669944.988060370, 1700669945.23384673,35324303
797, 242, d, 0, 1700669945.15512319, 1700669945.32525294,17012975
798, 219, a, 6, 1700669944.997691317, 1700669945.36717886,39026569
799, 227, c, 2, 1700669945.15686644, 1700669945.47977030,32290386
800, 224, b, 4, 1700669945.22389157, 1700669945.59235438,36846281
801, 243, d, 0, 1700669945.50321787, 1700669945.70880469,20558682
802, 220, a, 6, 1700669945.32229676, 1700669945.84239390,52009714
803, 228, c, 2, 1700669945.50515757, 1700669945.91261328,40745571
804, 244, d, 0, 1700669945.84882657, 1700669945.105265829,20383172
805, 229, c, 2, 1700669945.85149073, 1700669945.118764364,33615291
806, 221, a, 6, 1700669945.70369721, 1700669945.132618982,62249261
807, 245, d, 0, 1700669945.119376201, 1700669945.144284747,24908546
808, 230, c, 2, 1700669945.124060389, 1700669945.153491251,29430862
809, 222, a, 6, 1700669945.117686333, 1700669945.162170871,44484538
810, 246, d, 0, 1700669945.153906830, 1700669945.169780132,15873302
811, 227, b, 4, 1700669945.138542715, 1700669945.174236889,35694174
812, 231, c, 2, 1700669945.158625818, 1700669945.181907664,23281846
813, 223, a, 6, 1700669945.167603154, 1700669945.192672745,25069591
814, 247, d, 0, 1700669945.188480522, 1700669945.200636082,12155560
815, 228, b, 4, 1700669945.177961094, 1700669945.208224546,30263452
816, 232, c, 2, 1700669945.193133691, 1700669945.217200564,24066873
817, 224, a, 6, 1700669945.202349742, 1700669945.223697470,21347728
818, 229, b, 4, 1700669945.212503762, 1700669945.226855384,14351622
819, 248, d, 0, 1700669945.222852322, 1700669945.231112843,8260521
820, 233, c, 2, 1700669945.227655442, 1700669945.240872658,13217216
821, 225, a, 6, 1700669945.237116587, 1700669945.253097498,15980911
822, 230, b, 4, 1700669945.247042385, 1700669945.260362629,13320244
823, 249, d, 0, 1700669945.257277012, 1700669945.268968556,11691544
824, 234, c, 2, 1700669945.262227584, 1700669945.280701610,18474026
825, 226, a, 6, 1700669945.272617845, 1700669945.289056150,16438305
826, 231, b, 4, 1700669945.281591276, 1700669945.301783245,20191969
827, 250, d, 0, 1700669945.291704893, 1700669945.314644780,22939887
828, 235, c, 2, 1700669945.296722563, 1700669945.326836959,30114396
829, 227, a, 6, 1700669945.307095076, 1700669945.340516770,33421694
830, 251, d, 0, 1700669945.326331838, 1700669945.354488220,28156382
831, 236, c, 2, 1700669945.331243854, 1700669945.363426896,32183042
832, 252, d, 0, 1700669945.360808307, 1700669945.372423873,11615566
833, 228, a, 6, 1700669945.342248631, 1700669945.379830995,37582364
834, 233, b, 4, 1700669945.350752677, 1700669945.385655268,34902591
835, 237, c, 2, 1700669945.365780421, 1700669945.391788984,26008563
836, 229, a, 6, 1700669945.376681413, 1700669945.399088850,22407437
837, 253, d, 0, 1700669945.395320466, 1700669945.408012501,12692035
838, 234, b, 4, 1700669945.387893236, 1700669945.418944895,31051659
839, 238, c, 2, 1700669945.400204091, 1700669945.425454061,25249970
840, 230, a, 6, 1700669945.413296334, 1700669945.438541678,25245344
841, 254, d, 0, 1700669945.429839582, 1700669945.449535333,19695751
842, 235, b, 4, 1700669945.422408176, 1700669945.460445787,38037611
843, 239, c, 2, 1700669945.434617722, 1700669945.465691109,31073387
844, 255, d, 0, 1700669945.464481843, 1700669945.471044474,6562631
845, 231, a, 6, 1700669945.447805495, 1700669945.479851207,32045712
846, 236, b, 4, 1700669945.456791518, 1700669945.490516022,33724504
847, 240, c, 2, 1700669945.469171628, 1700669945.498705505,29533877
848, 232, a, 6, 1700669945.482279929, 1700669945.502350080,20070151
849, 256, d, 0, 1700669945.499035696, 1700669945.510191919,11156223
850, 237, b, 4, 1700669945.493836648, 1700669945.514932208,21095560
851, 241, c, 2, 1700669945.503606495, 1700669945.524477537,20871042
852, 233, a, 6, 1700669945.517742502, 1700669945.532981812,15239310
853, 238, b, 4, 1700669945.528383822, 1700669945.544276306,15892484
854, 257, d, 0, 1700669945.533606962, 1700669945.555987250,22380288
855, 242, c, 2, 1700669945.538086008, 1700669945.565605478,27519470
856, 234, a, 6, 1700669945.553724250, 1700669945.578867162,25142912
857, 258, d, 0, 1700669945.567976165, 1700669945.591710547,23734382
858, 239, b, 4, 1700669945.562861684, 1700669945.599871044,37009360
859, 243, c, 2, 1700669945.572815290, 1700669945.607667906,34852616
860, 259, d, 0, 1700669945.602488155, 1700669945.620305540,17817385
861, 235, a, 6, 1700669945.588684096, 1700669945.632662915,43978819
862, 240, b, 4, 1700669945.597391347, 1700669945.646009866,48618519
863, 260, d, 0, 1700669945.637019975, 1700669945.657803152,20783177
864, 236, a, 6, 1700669945.623305165, 1700669945.668636685,45331520
865, 245, c, 2, 1700669945.641757502, 1700669945.676998846,35241344
866, 261, d, 0, 1700669945.671575461, 1700669945.687923718,16348257
867, 237, a, 6, 1700669945.667541429, 1700669945.701304915,33763486
868, 246, c, 2, 1700669945.679961347, 1700669945.714491928,34530581
869, 262, d, 0, 1700669945.706011134, 1700669945.729015315,23004181
870, 238, a, 6, 1700669945.702075794, 1700669945.741092729,39016935
871, 247, c, 2, 1700669945.714469909, 1700669945.746613586,32143677
872, 263, d, 0, 1700669945.740389812, 1700669945.753419226,13029414
873, 243, b, 4, 1700669945.721347277, 1700669945.760140667,38793390
874, 239, a, 6, 1700669945.736753578, 1700669945.768930672,32177094
875, 248, c, 2, 1700669945.748943320, 1700669945.777027399,28084079
876, 244, b, 4, 1700669945.762578616, 1700669945.786009643,23431027
877, 264, d, 0, 1700669945.775863416, 1700669945.793277180,17413764
878, 249, c, 2, 1700669945.783309278, 1700669945.797088737,13779459
879, 240, a, 6, 1700669945.777137616, 1700669945.801826861,24689245
880, 245, b, 4, 1700669945.797115432, 1700669945.805138322,8022890
881, 265, d, 0, 1700669945.810285733, 1700669945.821256884,10971151
882, 250, c, 2, 1700669945.817870434, 1700669945.827802128,9931694
883, 241, a, 6, 1700669945.811492703, 1700669945.841067020,29574317
884, 246, b, 4, 1700669945.831495301, 1700669945.849242126,17746825
885, 266, d, 0, 1700669945.844904264, 1700669945.852173478,7269214
886, 242, a, 6, 1700669945.846074070, 1700669945.862102336,16028266
887, 251, c, 2, 1700669945.852333771, 1700669945.866276580,13942809
888, 247, b, 4, 1700669945.865974667, 1700669945.870456887,4482220
889, 267, d, 0, 1700669945.879486896, 1700669945.888475165,8988269
890, 252, c, 2, 1700669945.886830874, 1700669945.896821997,9991123
891, 243, a, 6, 1700669945.880554549, 1700669945.910287561,29733012
892, 248, b, 4, 1700669945.900524749, 1700669945.919678553,19153804
893, 268, d, 0, 1700669945.914067334, 1700669945.922766626,8699292
894, 253, c, 2, 1700669945.921299736, 1700669945.932381751,11082015
895, 244, a, 6, 1700669945.914891587, 1700669945.946028652,31137065
896, 249, b, 4, 1700669945.935011664, 1700669945.957199998,22188334
897, 269, d, 0, 1700669945.948733725, 1700669945.960212349,11478624
898, 254, c, 2, 1700669945.955773514, 1700669945.967089959,11316445
899, 245, a, 6, 1700669945.950790563, 1700669945.980331562,29540999
900, 250, b, 4, 1700669945.969506660, 1700669945.984867035,15360375
901, 270, d, 0, 1700669945.983230487, 1700669945.993184578,9954091
902, 255, c, 2, 1700669945.990344718, 1700669946.5057947,14713229
903, 246, a, 6, 1700669945.988049475, 1700669946.13107809,25058334
904, 251, b, 4, 1700669946.3943918, 1700669946.21436104,17492186
905, 271, d, 0, 1700669946.17704175, 1700669946.26433419,8729244
906, 256, c, 2, 1700669946.24814724, 1700669946.37614934,12800210
907, 247, a, 6, 1700669946.23016948, 1700669946.48553009,25536061
908, 252, b, 4, 1700669946.38474416, 1700669946.60907586,22433170
909, 272, d, 0, 1700669946.52250560, 1700669946.74504274,22253714
910, 257, c, 2, 1700669946.59308293, 1700669946.87252935,27944642
911, 248, a, 6, 1700669946.58553668, 1700669946.101325147,42771479
912, 273, d, 0, 1700669946.86725647, 1700669946.115192391,28466744
913, 258, c, 2, 1700669946.94627647, 1700669946.124013260,29385613
914, 274, d, 0, 1700669946.121246168, 1700669946.133906349,12660181
915, 249, a, 6, 1700669946.95655813, 1700669946.146997081,51341268
916, 254, b, 4, 1700669946.107525182, 1700669946.154536036,47010854
917, 259, c, 2, 1700669946.129252830, 1700669946.169045232,39792402
918, 275, d, 0, 1700669946.155801772, 1700669946.180469813,24668041
919, 255, b, 4, 1700669946.148755346, 1700669946.193642946,44887600
920, 276, d, 0, 1700669946.190235640, 1700669946.205731646,15496006
921, 251, a, 6, 1700669946.179630668, 1700669946.217715144,38084476
922, 256, b, 4, 1700669946.188123072, 1700669946.229179391,41056319
923, 277, d, 0, 1700669946.225030345, 1700669946.242252289,17221944
924, 252, a, 6, 1700669946.215412118, 1700669946.255830819,40418701
925, 257, b, 4, 1700669946.226710484, 1700669946.260329053,33618569
926, 262, c, 2, 1700669946.239603792, 1700669946.266514108,26910316
927, 278, d, 0, 1700669946.259499657, 1700669946.277900963,18401306
928, 253, a, 6, 1700669946.249889464, 1700669946.290880749,40991285
929, 258, b, 4, 1700669946.261412316, 1700669946.304490409,43078093
930, 279, d, 0, 1700669946.293969433, 1700669946.318406370,24436937
931, 254, a, 6, 1700669946.289628714, 1700669946.332378534,42749820
932, 280, d, 0, 1700669946.328792337, 1700669946.343258986,14466649
933, 264, c, 2, 1700669946.311091914, 1700669946.356380943,45289029
934, 255, a, 6, 1700669946.324193642, 1700669946.370347327,46153685
935, 281, d, 0, 1700669946.363364380, 1700669946.383376794,20012414
936, 265, c, 2, 1700669946.352378930, 1700669946.397685582,45306652
937, 256, a, 6, 1700669946.368319902, 1700669946.411243334,42923432
938, 282, d, 0, 1700669946.397947912, 1700669946.420192873,22244961
939, 266, c, 2, 1700669946.389109279, 1700669946.435017986,45908707
940, 257, a, 6, 1700669946.404638024, 1700669946.447237980,42599956
941, 283, d, 0, 1700669946.433260669, 1700669946.461112576,27851907
942, 267, c, 2, 1700669946.430211648, 1700669946.474134812,43923164
943, 284, d, 0, 1700669946.467853198, 1700669946.486815218,18962020
944, 263, b, 4, 1700669946.454078585, 1700669946.500360707,46282122
945, 268, c, 2, 1700669946.467713303, 1700669946.513800550,46087247
946, 285, d, 0, 1700669946.502437309, 1700669946.522427800,19990491
947, 264, b, 4, 1700669946.494413246, 1700669946.525882100,31468854
948, 269, c, 2, 1700669946.506865484, 1700669946.533652400,26786916
949, 260, a, 6, 1700669946.521343770, 1700669946.538585775,17242005
950, 265, b, 4, 1700669946.533265532, 1700669946.551741763,18476231
951, 286, d, 0, 1700669946.537039888, 1700669946.559816222,22776334
952, 270, c, 2, 1700669946.546628769, 1700669946.570174785,23546016
953, 261, a, 6, 1700669946.556454407, 1700669946.583278136,26823729
954, 287, d, 0, 1700669946.571822955, 1700669946.587980979,16158024
955, 266, b, 4, 1700669946.567628758, 1700669946.596857239,29228481
956, 271, c, 2, 1700669946.581120638, 1700669946.608200878,27080240
957, 288, d, 0, 1700669946.606340721, 1700669946.618571061,12230340
958, 262, a, 6, 1700669946.590892220, 1700669946.632572386,41680166
959, 267, b, 4, 1700669946.602113475, 1700669946.643087297,40973822
960, 289, d, 0, 1700669946.640823812, 1700669946.654834133,14010321
961, 263, a, 6, 1700669946.625456535, 1700669946.667991952,42535417
962, 268, b, 4, 1700669946.636663577, 1700669946.677121882,40458305
963, 290, d, 0, 1700669946.675223141, 1700669946.690094294,14871153
964, 273, c, 2, 1700669946.650255724, 1700669946.702644794,52389070
965, 264, a, 6, 1700669946.667212983, 1700669946.717248588,50035605
966, 291, d, 0, 1700669946.709721550, 1700669946.728755183,19033633
967, 274, c, 2, 1700669946.688801058, 1700669946.742507826,53706768
968, 270, b, 4, 1700669946.710859549, 1700669946.754985783,44126234
969, 292, d, 0, 1700669946.744358418, 1700669946.768642834,24284416
970, 275, c, 2, 1700669946.735531016, 1700669946.782021971,46490955
971, 293, d, 0, 1700669946.778947836, 1700669946.792114928,13167092
972, 266, a, 6, 1700669946.754574016, 1700669946.805993244,51419228
973, 276, c, 2, 1700669946.775454979, 1700669946.811202420,35747441
974, 272, b, 4, 1700669946.788107961, 1700669946.817865225,29757264
975, 294, d, 0, 1700669946.813441368, 1700669946.827669923,14228555
976, 267, a, 6, 1700669946.803131778, 1700669946.839193493,36061715
977, 277, c, 2, 1700669946.815062860, 1700669946.853746469,38683609
978, 295, d, 0, 1700669946.847967055, 1700669946.867620790,19653735
979, 268, a, 6, 1700669946.839565601, 1700669946.877178196,37612595
980, 278, c, 2, 1700669946.849543315, 1700669946.887496723,37953408
981, 296, d, 0, 1700669946.882485127, 1700669946.900867913,18382786
982, 274, b, 4, 1700669946.860768921, 1700669946.914419864,53650943
983, 279, c, 2, 1700669946.886699801, 1700669946.923497724,36797923
984, 297, d, 0, 1700669946.917139674, 1700669946.936263781,19124107
985, 275, b, 4, 1700669946.900987984, 1700669946.945160142,44172158
986, 270, a, 6, 1700669946.910658066, 1700669946.958776680,48118614
987, 298, d, 0, 1700669946.951656748, 1700669946.967266840,15610092
988, 276, b, 4, 1700669946.947469512, 1700669946.979746495,32276983
989, 281, c, 2, 1700669946.956803327, 1700669946.988265751,31462424
990, 299, d, 0, 1700669946.986098081, 1700669946.995789539,9691458
991, 271, a, 6, 1700669946.950092439, 1700669947.6296909,56204470
992, 277, b, 4, 1700669946.981964548, 1700669947.19885536,37920988
993, 282, c, 2, 1700669946.994722303, 1700669947.33620933,38898630
994, 300, d, 0, 1700669947.20744329, 1700669947.47251010,26506681
995, 278, b, 4, 1700669947.16543744, 1700669947.58231992,41688248
996, 301, d, 0, 1700669947.55242423, 1700669947.70728057,15485634
997, 273, a, 6, 1700669947.41646619, 1700669947.84778383,43131764
998, 279, b, 4, 1700669947.52740735, 1700669947.93247266,40506531
999, 302, d, 0, 1700669947.89718844, 1700669947.107282152,17563308
1000, 274, a, 6, 1700669947.82186978, 1700669947.118346930,36159952
1001, 280, b, 4, 1700669947.91568071, 1700669947.123326045,31757974
1002, 285, c, 2, 1700669947.104752941, 1700669947.132651729,27898788
1003, 303, d, 0, 1700669947.124203088, 1700669947.141998681,17795593
1004, 275, a, 6, 1700669947.120082946, 1700669947.146980508,26897562
1005, 281, b, 4, 1700669947.125944980, 1700669947.152703640,26758660
1006, 286, c, 2, 1700669947.140697425, 1700669947.163859172,23161747
1007, 304, d, 0, 1700669947.158614138, 1700669947.177253676,18639538
1008, 276, a, 6, 1700669947.155904514, 1700669947.189939065,34034551
1009, 282, b, 4, 1700669947.160404703, 1700669947.194733012,34328309
1010, 305, d, 0, 1700669947.192989463, 1700669947.199181525,6192062
1011, 287, c, 2, 1700669947.175316039, 1700669947.212101146,36785107
1012, 283, b, 4, 1700669947.194914043, 1700669947.226046569,31132526
1013, 277, a, 6, 1700669947.191578812, 1700669947.237398318,45819506
1014, 306, d, 0, 1700669947.227559599, 1700669947.245593416,18033817
1015, 288, c, 2, 1700669947.209868079, 1700669947.255707287,45839208
1016, 284, b, 4, 1700669947.229560582, 1700669947.268274566,38713984
1017, 307, d, 0, 1700669947.262039798, 1700669947.277894305,15854507
1018, 289, c, 2, 1700669947.244918583, 1700669947.284439794,39521211
1019, 285, b, 4, 1700669947.264027234, 1700669947.297350897,33323663
1020, 279, a, 6, 1700669947.270744202, 1700669947.307587085,36842883
1021, 308, d, 0, 1700669947.296615571, 1700669947.321775221,25159650
1022, 290, c, 2, 1700669947.289028391, 1700669947.333554240,44525849
1023, 309, d, 0, 1700669947.331206716, 1700669947.343320406,12113690
1024, 280, a, 6, 1700669947.313302729, 1700669947.357499287,44196558
1025, 291, c, 2, 1700669947.323559504, 1700669947.369252822,45693318
1026, 310, d, 0, 1700669947.366066790, 1700669947.372696181,6629391
1027, 287, b, 4, 1700669947.336053277, 1700669947.381626870,45573593
1028, 281, a, 6, 1700669947.348596755, 1700669947.394685943,46089188
1029, 292, c, 2, 1700669947.366667715, 1700669947.401928799,35261084
1030, 311, d, 0, 1700669947.400524551, 1700669947.406218545,5693994
1031, 288, b, 4, 1700669947.377129323, 1700669947.409121089,31991766
1032, 282, a, 6, 1700669947.392549439, 1700669947.419871546,27322107
1033, 293, c, 2, 1700669947.402767134, 1700669947.432066948,29299814
1034, 289, b, 4, 1700669947.414560503, 1700669947.445623752,31063249
1035, 312, d, 0, 1700669947.435120056, 1700669947.459505457,24385401
1036, 283, a, 6, 1700669947.428383127, 1700669947.471736303,43353176
1037, 313, d, 0, 1700669947.469663229, 1700669947.481624407,11961178
1038, 290, b, 4, 1700669947.449252102, 1700669947.489512610,40260508
1039, 284, a, 6, 1700669947.462971175, 1700669947.503052083,40080908
1040, 295, c, 2, 1700669947.471742313, 1700669947.516404805,44662492
1041, 314, d, 0, 1700669947.504243746, 1700669947.525809584,21565838
1042, 296, c, 2, 1700669947.514606702, 1700669947.531985246,17378544
1043, 285, a, 6, 1700669947.505256497, 1700669947.541338506,36082009
1044, 315, d, 0, 1700669947.538761697, 1700669947.547594095,8832398
1045, 292, b, 4, 1700669947.521975350, 1700669947.559114848,37139498
1046, 297, c, 2, 1700669947.549168523, 1700669947.573428580,24260057
1047, 286, a, 6, 1700669947.541179484, 1700669947.586570105,45390621
1048, 316, d, 0, 1700669947.573303034, 1700669947.600017889,26714855
1049, 298, c, 2, 1700669947.583677400, 1700669947.613405967,29728567
1050, 317, d, 0, 1700669947.608000288, 1700669947.619686005,11685717
1051, 287, a, 6, 1700669947.575737164, 1700669947.627792889,52055725
1052, 294, b, 4, 1700669947.593198892, 1700669947.632859556,39660664
1053, 299, c, 2, 1700669947.618229301, 1700669947.640283353,22054052
1054, 288, a, 6, 1700669947.620564490, 1700669947.651991696,31427206
1055, 318, d, 0, 1700669947.642503059, 1700669947.665998489,23495430
1056, 295, b, 4, 1700669947.634027003, 1700669947.679579354,45552351
1057, 319, d, 0, 1700669947.676982472, 1700669947.692804909,15822437
1058, 289, a, 6, 1700669947.664100057, 1700669947.706996622,42896565
1059, 296, b, 4, 1700669947.668514915, 1700669947.713192758,44677843
1060, 320, d, 0, 1700669947.711447017, 1700669947.725292538,13845521
1061, 301, c, 2, 1700669947.687306016, 1700669947.732034607,44728591
1062, 290, a, 6, 1700669947.700463783, 1700669947.741339822,40876039
1063, 321, d, 0, 1700669947.745869911, 1700669947.761331764,15461853
1064, 302, c, 2, 1700669947.726752734, 1700669947.775315245,48562511
1065, 291, a, 6, 1700669947.740596073, 1700669947.788753130,48157057
1066, 322, d, 0, 1700669947.780294905, 1700669947.802470811,22175906
1067, 303, c, 2, 1700669947.765568143, 1700669947.817285181,51717038
1068, 323, d, 0, 1700669947.814786697, 1700669947.830946962,16160265
1069, 299, b, 4, 1700669947.795235188, 1700669947.836268278,41033090
1070, 304, c, 2, 1700669947.808017536, 1700669947.848924246,40906710
1071, 293, a, 6, 1700669947.823578011, 1700669947.861620617,38042606
1072, 324, d, 0, 1700669947.850091168, 1700669947.874093292,24002124
1073, 305, c, 2, 1700669947.849858526, 1700669947.887916058,38057532
1074, 325, d, 0, 1700669947.884545394, 1700669947.902128916,17583522
1075, 301, b, 4, 1700669947.871049166, 1700669947.905098324,34049158
1076, 306, c, 2, 1700669947.884520186, 1700669947.911323240,26803054
1077, 295, a, 6, 1700669947.899830598, 1700669947.921709264,21878666
1078, 326, d, 0, 1700669947.919060871, 1700669947.935465141,16404270
1079, 302, b, 4, 1700669947.908126423, 1700669947.940387545,32261122
1080, 307, c, 2, 1700669947.920931941, 1700669947.948941817,28009876
1081, 296, a, 6, 1700669947.936340064, 1700669947.953650908,17310844
1082, 303, b, 4, 1700669947.942473837, 1700669947.967557628,25083791
1083, 327, d, 0, 1700669947.953525203, 1700669947.981172705,27647502
1084, 308, c, 2, 1700669947.955351785, 1700669947.991525824,36174039
1085, 328, d, 0, 1700669947.988023714, 1700669948.5358251,17334537
1086, 297, a, 6, 1700669947.972230669, 1700669948.19307291,47076622
1087, 309, c, 2, 1700669947.989850809, 1700669948.25037747,35186938
1088, 329, d, 0, 1700669948.22481670, 1700669948.28179958,5698288
1089, 305, b, 4, 1700669948.11585718, 1700669948.38351822,26766104
1090, 310, c, 2, 1700669948.24385924, 1700669948.51735612,27349688
1091, 298, a, 6, 1700669948.6898791, 1700669948.65829497,58930706
1092, 330, d, 0, 1700669948.56973271, 1700669948.79059095,22085824
1093, 306, b, 4, 1700669948.52596071, 1700669948.92445189,39849118
1094, 311, c, 2, 1700669948.58844738, 1700669948.105779998,46935260
1095, 331, d, 0, 1700669948.91418791, 1700669948.115501304,24082513
1096, 307, b, 4, 1700669948.87160257, 1700669948.127324252,40163995
1097, 312, c, 2, 1700669948.93352654, 1700669948.134736745,41384091
1098, 332, d, 0, 1700669948.125812722, 1700669948.139554069,13741347
1099, 300, a, 6, 1700669948.98362432, 1700669948.147233185,48870753
1100, 308, b, 4, 1700669948.125401417, 1700669948.151058015,25656598
1101, 313, c, 2, 1700669948.139304229, 1700669948.154233954,14929725
1102, 301, a, 6, 1700669948.139857814, 1700669948.158942092,19084278
1103, 309, b, 4, 1700669948.160187671, 1700669948.169907820,9720149
1104, 333, d, 0, 1700669948.160406320, 1700669948.178173897,17767577
1105, 314, c, 2, 1700669948.173776898, 1700669948.188229873,14452975
1106, 302, a, 6, 1700669948.181408188, 1700669948.197765983,16357795
1107, 334, d, 0, 1700669948.195177723, 1700669948.204358726,9181003
1108, 310, b, 4, 1700669948.195420195, 1700669948.207983740,12563545
1109, 315, c, 2, 1700669948.208208220, 1700669948.222529734,14321514
1110, 303, a, 6, 1700669948.216184357, 1700669948.231923956,15739599
1111, 335, d, 0, 1700669948.230044294, 1700669948.244502045,14457751
1112, 311, b, 4, 1700669948.230299817, 1700669948.255745137,25445320
1113, 316, c, 2, 1700669948.242770172, 1700669948.266462832,23692660
1114, 304, a, 6, 1700669948.250749191, 1700669948.278388371,27639180
1115, 336, d, 0, 1700669948.265577475, 1700669948.291491133,25913658
1116, 312, b, 4, 1700669948.265314935, 1700669948.304705252,39390317
1117, 337, d, 0, 1700669948.300278882, 1700669948.317676079,17397197
1118, 305, a, 6, 1700669948.285205866, 1700669948.328793220,43587354
1119, 313, b, 4, 1700669948.300145329, 1700669948.332701315,32555986
1120, 318, c, 2, 1700669948.311941174, 1700669948.335659497,23718323
1121, 306, a, 6, 1700669948.320586742, 1700669948.340715523,20128781
1122, 338, d, 0, 1700669948.334868055, 1700669948.351075202,16207147
1123, 314, b, 4, 1700669948.338025229, 1700669948.360664496,22639267
1124, 319, c, 2, 1700669948.351567220, 1700669948.364780140,13212920
1125, 307, a, 6, 1700669948.361832918, 1700669948.368636971,6804053
1126, 339, d, 0, 1700669948.369247366, 1700669948.379594686,10347320
1127, 315, b, 4, 1700669948.372598157, 1700669948.389394447,16796290
1128, 320, c, 2, 1700669948.385988646, 1700669948.398598478,12609832
1129, 308, a, 6, 1700669948.396489524, 1700669948.408835658,12346134
1130, 340, d, 0, 1700669948.403938099, 1700669948.419437361,15499262
1131, 316, b, 4, 1700669948.407101602, 1700669948.431771820,24670218
1132, 321, c, 2, 1700669948.420516087, 1700669948.438654421,18138334
1133, 309, a, 6, 1700669948.431002606, 1700669948.451994534,20991928
1134, 341, d, 0, 1700669948.438449914, 1700669948.465602020,27152106
1135, 317, b, 4, 1700669948.441624285, 1700669948.475065942,33441657
1136, 342, d, 0, 1700669948.473017305, 1700669948.485392085,12374780
1137, 322, c, 2, 1700669948.455071462, 1700669948.491367743,36296281
1138, 310, a, 6, 1700669948.466790456, 1700669948.504759933,37969477
1139, 318, b, 4, 1700669948.475998299, 1700669948.514233505,38235206
1140, 343, d, 0, 1700669948.507721909, 1700669948.528326872,20604963
1141, 311, a, 6, 1700669948.501358385, 1700669948.539894516,38536131
1142, 319, b, 4, 1700669948.510527869, 1700669948.550209001,39681132
1143, 344, d, 0, 1700669948.542236142, 1700669948.561242997,19006855
1144, 324, c, 2, 1700669948.524067322, 1700669948.573505439,49438117
1145, 312, a, 6, 1700669948.540343554, 1700669948.587373723,47030169
1146, 345, d, 0, 1700669948.576742421, 1700669948.599250787,22508366
1147, 325, c, 2, 1700669948.562233691, 1700669948.611608912,49375221
1148, 321, b, 4, 1700669948.583499428, 1700669948.624471777,40972349
1149, 346, d, 0, 1700669948.611268348, 1700669948.638937858,27669510
1150, 326, c, 2, 1700669948.605983445, 1700669948.653042190,47058745
1151, 347, d, 0, 1700669948.645753895, 1700669948.665604443,19850548
